id,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,home_link
6523,00A,heliport,Total Rf Heliport,11,NA,US,US-PA,Bensalem,
323361,00AA,small_airport,Aero B Ranch Airport,3435,NA,US,US-KS,Leoti,
6524,00AK,small_airport,Lowell Field,450,NA,US,US-AK,Anchor Point,
6525,00AL,small_airport,Epps Airpark,820,NA,US,US-AL,Harvest,
6526,00AR,closed,Newport Hospital & Clinic Heliport,237,NA,US,US-AR,Newport,
322127,00AS,small_airport,Fulton Airport,1100,NA,US,US-OK,Alex,
6527,00AZ,small_airport,Cordes Airport,3810,NA,US,US-AZ,Cordes,
6528,00CA,small_airport,Goldstone /Gts/ Airport,3038,NA,US,US-CA,Barstow,
324424,00CL,small_airport,Williams Ag Airport,87,NA,US,US-CA,Biggs,
322658,00CN,heliport,Kitchen Creek Helibase Heliport,3350,NA,US,US-CA,Pine Valley,
6529,00CO,closed,Cass Field,4830,NA,US,US-CO,Briggsdale,
6531,00FA,small_airport,Grass Patch Airport,53,NA,US,US-FL,Bushnell,
6532,00FD,heliport,Ringhaver Heliport,25,NA,US,US-FL,Riverview,
6533,00FL,small_airport,River Oak Airport,35,NA,US,US-FL,Okeechobee,
6534,00GA,small_airport,Lt World Airport,700,NA,US,US-GA,Lithonia,
6535,00GE,heliport,Caffrey Heliport,957,NA,US,US-GA,Hiram,
6536,00HI,heliport,Kaupulehu Heliport,43,NA,US,US-HI,Kailua/Kona,
6537,00ID,small_airport,Delta Shores Airport,2064,NA,US,US-ID,Clark Fork,
322581,00IG,small_airport,Goltl Airport,3359,NA,US,US-KS,McDonald,
6538,00II,heliport,Bailey Generation Station Heliport,600,NA,US,US-IN,Chesterton,
6539,00IL,small_airport,Hammer Airport,840,NA,US,US-IL,Polo,
6540,00IN,heliport,St Mary Medical Center Heliport,634,NA,US,US-IN,Hobart,
6541,00IS,small_airport,Hayenga's Cant Find Farms Airport,820,NA,US,US-IL,Kings,
6542,00KS,small_airport,Hayden Farm Airport,1100,NA,US,US-KS,Gardner,
6543,00KY,small_airport,Robbins Roost Airport,1265,NA,US,US-KY,Stanford,
45437,00LA,heliport,Shell Chemical East Site Heliport,15,NA,US,US-LA,Gonzales,
6544,00LL,heliport,Ac & R Components Heliport,600,NA,US,US-IL,Chatham,
6545,00LS,small_airport,Lejeune Airport,12,NA,US,US-LA,Esterwood,
6546,00MD,small_airport,Slater Field,45,NA,US,US-MD,Federalsburg,
6547,00MI,heliport,Dow Chemical Heliport,588,NA,US,US-MI,Ludington,
6548,00MN,small_airport,Battle Lake Municipal Airport,1365,NA,US,US-MN,Battle Lake,
6549,00MO,small_airport,Cooper Flying Service Airport,970,NA,US,US-MO,Alba,
6550,00MT,closed,Sands Ranch Airport,2600,NA,US,US-MT,Havre,
6551,00N,small_airport,Bucks Airport,105,NA,US,US-NJ,Bridgeton,
6552,00NC,small_airport,North Raleigh Airport,348,NA,US,US-NC,Louisburg,
6553,00NJ,heliport,Colgate-Piscataway Heliport,78,NA,US,US-NJ,New Brunswick,
321919,00NK,seaplane_base,Cliche Cove Seaplane Base,96,NA,US,US-NY,Beekmantown,
6554,00NY,small_airport,Weiss Airfield,1000,NA,US,US-NY,West Bloomfield,
6555,00OH,small_airport,Exit 3 Airport,785,NA,US,US-OH,Wauseon,
6556,00OI,heliport,Miami Valley Hospital Heliport,905,NA,US,US-OH,Dayton,
328503,00OK,small_airport,Gull Bay Landing Airport,960,NA,US,US-OK,Sandsprings,
6557,00OR,heliport,Steel Systems Heliport,195,NA,US,US-OR,Salem,
6558,00PA,heliport,R J D Heliport,402,NA,US,US-PA,Coatesville,
45773,00PN,small_airport,Ferrell Field,1301,NA,US,US-PA,Mercer,
6559,00PS,closed,Thomas Field,815,NA,US,US-PA,Loysville,
6560,00S,small_airport,Mc Kenzie Bridge State Airport,1620,NA,US,US-OR,Mc Kenzie Bridge,
6561,00SC,small_airport,Flying O Airport,150,NA,US,US-SC,Sumter,
6562,00TA,heliport,Sw Region Faa Heliport,598,NA,US,US-TX,Fort Worth,
6563,00TE,heliport,Tcjc-Northeast Campus Heliport,600,NA,US,US-TX,Fort Worth,
6564,00TN,small_airport,Ragsdale Road Airport,1100,NA,US,US-TN,Manchester,
6565,00TS,small_airport,Alpine Range Airport,670,NA,US,US-TX,Everman,
6566,00TX,closed,San Jacinto Methodist Hospital Heliport,19,NA,US,US-TX,Baytown,
6567,00UT,closed,Clear Creek Ranch Airport,6138,NA,US,US-UT,Kanab,
6568,00VA,small_airport,Vaughan Airport,551,NA,US,US-VA,Alton,
6569,00VI,small_airport,Groundhog Mountain Airport,2680,NA,US,US-VA,Hillsville,
6570,00W,small_airport,Lower Granite State Airport,719,NA,US,US-WA,Colfax,http://www.wsdot.wa.gov/aviation/AllStateAirports/Colfax_LowerGraniteState.htm
6571,00WA,small_airport,Howell Airport,150,NA,US,US-WA,Longbranch,
6572,00WI,small_airport,Northern Lite Airport,860,NA,US,US-WI,Waupaca,
6573,00WN,small_airport,Hawks Run Airport,2900,NA,US,US-WA,Asotin,
6574,00WV,small_airport,Lazy J. Aerodrome,2060,NA,US,US-WV,Beverly,
322300,00WY,heliport,Mountain View Regional Hospital Heliport,5210,NA,US,US-WY,Casper,
6575,00XS,small_airport,L P Askew Farms Airport,3110,NA,US,US-TX,O'Donnell,
6576,01A,small_airport,Purkeypile Airport,1950,NA,US,US-AK,Purkeypile,
6577,01AK,heliport,Providence Seward Medical Center Heliport,120,NA,US,US-AK,Seward,
6578,01AL,small_airport,Ware Island Airport,344,NA,US,US-AL,Clanton,
6579,01AR,heliport,Community Hospital of De Queen Heliport,400,NA,US,US-AR,De Queen,
6580,01AZ,heliport,Yat Heliport,3300,NA,US,US-AZ,Camp Verde,
6581,01C,closed,Grant Airport,815,NA,US,US-MI,Grant,
6582,01CA,heliport,Lugo Substation Heliport,3733,NA,US,US-CA,Hesperia,
6583,01CL,small_airport,Swansboro Country Airport,2594,NA,US,US-CA,Placerville,
6584,01CN,heliport,Los Angeles County Sheriff's Department Heliport,300,NA,US,US-CA,Los Angeles,
6585,01CO,heliport,St Vincent General Hospital Heliport,10175,NA,US,US-CO,Leadville,
6586,01CT,heliport,Berlin Fairgrounds Heliport,60,NA,US,US-CT,Berlin,
6587,01FA,small_airport,Rybolt Ranch Airport,55,NA,US,US-FL,Orlando,
6588,01FD,heliport,Florida Hospital-Altamonte Heliport,86,NA,US,US-FL,Altamonte Springs,
6589,01FL,small_airport,Cedar Knoll Flying Ranch Airport,19,NA,US,US-FL,Geneva,
6590,01GA,heliport,Medical Center Heliport,319,NA,US,US-GA,Columbus,
6591,01GE,small_airport,The Farm Airport,375,NA,US,US-GA,Wrightsville,
6592,01IA,small_airport,Stender Airport,725,NA,US,US-IA,Maysville,
6530,01ID,small_airport,Lava Hot Springs Airport,5268,NA,US,US-ID,Lava Hot Springs,
6593,01II,small_airport,Myers Field,950,NA,US,US-IN,Lizton,
6594,01IL,heliport,Hoopeston Community Memorial Hospital Heliport,583,NA,US,US-IL,Hoopeston,
6595,01IN,heliport,Community Hospital Heliport,890,NA,US,US-IN,Anderson,
6596,01IS,small_airport,William E. Koenig Airport,670,NA,US,US-IL,Dow,
6597,01J,small_airport,Hilliard Airpark,59,NA,US,US-FL,Hilliard,
6598,01K,small_airport,Caldwell Municipal Airport,1157,NA,US,US-KS,Caldwell,
6599,01KS,small_airport,Flying N Ranch Airport,1485,NA,US,US-KS,Lost Springs,
6600,01KY,heliport,Lourdes Hospital Heliport,419,NA,US,US-KY,Paducah,
6601,01LA,small_airport,Barham Airport,90,NA,US,US-LA,Oak Ridge,
6602,01LL,small_airport,Schumaier Restricted Landing Area,555,NA,US,US-IL,Pinckneyville,
6603,01LS,small_airport,Country Breeze Airport,125,NA,US,US-LA,Slaughter,
6604,01MA,heliport,Compaq Andover Heliport,140,NA,US,US-MA,Andover,
6605,01MD,seaplane_base,Annapolis Seaplane Base,,NA,US,US-MD,Annapolis,
6606,01ME,seaplane_base,Saint Peter's Seaplane Base,608,NA,US,US-ME,Portage Lake,
6607,01MI,heliport,Flow Through Terminal Heliport,736,NA,US,US-MI,Flint,
6608,01MN,seaplane_base,Barnes Seaplane Base,1358,NA,US,US-MN,Cook,
6609,01MO,heliport,Highway Patrol Troop C Headquarters Heliport,615,NA,US,US-MO,Town and Country,
6610,01MT,small_airport,Crystal Lakes Resort Airport,3141,NA,US,US-MT,Fortine,
6611,01NC,small_airport,Topsail Airpark,65,NA,US,US-NC,Holly Ridge,
6612,01NE,small_airport,Detour Airport,3000,NA,US,US-NE,Wellfleet,
6613,01NH,small_airport,Moore Airfield,835,NA,US,US-NH,Canaan,
6614,01NJ,heliport,Albert Guido Memorial Heliport,10,NA,US,US-NJ,Newark,
45537,01NM,small_airport,Champion Ranch Airport,3630,NA,US,US-NM,Artesia,
6615,01NV,small_airport,Lantana Ranch Airport,4600,NA,US,US-NV,Yerington,
6616,01NY,heliport,Vassar Hospital Heliport,100,NA,US,US-NY,Poughkeepsie,
6617,01OI,heliport,Galion Community Hospital Heliport,1140,NA,US,US-OH,Galion,
6618,01OK,closed,Lawrence Airport,1525,NA,US,US-OK,Eakly,
6619,01OR,closed,Red & White Flying Service Airport,4346,NA,US,US-OR,Silver Lake,
6620,01PA,heliport,Pine Heliport,1215,NA,US,US-PA,Mars,
6621,01PN,small_airport,Bierly(Personal Use) Airport,960,NA,US,US-PA,Bellefonte,
6622,01PS,small_airport,Nort's Resort Airport,1040,NA,US,US-PA,Meshoppen,
6623,01SC,small_airport,York Airport,779,NA,US,US-SC,York,
6624,01TA,heliport,Thirty Thirty Matlock Office Center Heliport,630,NA,US,US-TX,Arlington,
6625,01TE,small_airport,Smith Field,505,NA,US,US-TX,Forney,
6626,01TN,small_airport,Colonial Air Park,370,NA,US,US-TN,Collierville,
6627,01TS,heliport,St Joseph Hospital Heliport,675,NA,US,US-TX,Fort Worth,
6628,01TX,small_airport,Mims Farm Ultralightport,610,NA,US,US-TX,Waxahachie,
6629,01U,small_airport,Duckwater Airport,5124,NA,US,US-NV,Duckwater,
6630,01UT,small_airport,La Sal Junction Airport,6000,NA,US,US-UT,La Sal,
6631,01VA,small_airport,Pickles Airport,500,NA,US,US-VA,Berryville,
6632,01WA,heliport,Willapa Harbor Heliport,154,NA,US,US-WA,South Bend,
6633,01WI,small_airport,Prehn Cranberry Company Airport,930,NA,US,US-WI,Tomah,
6634,01WN,heliport,Whidbey General Hospital Heliport,103,NA,US,US-WA,Coupeville,
45900,01WT,heliport,Odyssey Heliport,20,NA,US,US-WA,Renton,
6635,01WY,small_airport,Keyhole Airport,4250,NA,US,US-WY,Moorcroft,
46288,01XA,heliport,Seton Medical Center Hays Heliport,715,NA,US,US-TX,Kyle,
6636,01XS,heliport,Meadowood Ranch Heliport,500,NA,US,US-TX,Athens,
6637,02AK,small_airport,Rustic Wilderness Airport,190,NA,US,US-AK,Willow,
6638,02AL,small_airport,Bass Field,61,NA,US,US-AL,Foley,
43030,02AR,small_airport,Three Rivers Airport,264,NA,US,US-AR,Little Rock,
6640,02AZ,closed,Winchester Farm Airstrip,4200,NA,US,US-AZ,Willcox,
6641,02CA,heliport,Swepi Beta Platform Ellen Heliport,122,NA,US,US-CA,Huntington Beach,
6642,02CD,small_airport,Shannon Field,165,NA,US,US-MS,Clarksdale,
6643,02CL,small_airport,Conover Air Lodge Airport,5160,NA,US,US-CA,Frazier Park,
6644,02CO,small_airport,Mc Cullough Airport,7615,NA,US,US-CO,Monte Vista,
6645,02CT,heliport,Strangers Point Heliport,540,NA,US,US-CT,Ellington,
6646,02FA,small_airport,Osborn Airfield,121,NA,US,US-FL,Groveland,
45347,02FL,small_airport,Cuchens Airport,215,NA,US,US-FL,Defuniak Springs,
6648,02GA,small_airport,Doug Bolton Field,884,NA,US,US-GA,Commerce,
6649,02GE,small_airport,Etowah Fields Airport,710,NA,US,US-GA,Euharlee,
6650,02HI,heliport,K3 Helipad Heliport,9,NA,US,US-HI,Pearl Harbor,
6651,02IA,heliport,Boone County Hospital Heliport,1160,NA,US,US-IA,Boone,
6652,02ID,small_airport,Morgan Ranch Airport,5634,NA,US,US-ID,Cascade,
6653,02II,small_airport,King Ultralightport,925,NA,US,US-IN,Westfield,
6654,02IN,small_airport,Diamond P. Field,904,NA,US,US-IN,Muncie,
6655,02IS,heliport,Condell Medical Center Heliport,762,NA,US,US-IL,Libertyville,
6656,02KS,small_airport,Jmj Landing Airport,1170,NA,US,US-KS,St Marys,
327110,02KT,heliport,St Claire Healthcare Heliport,781,NA,US,US-KY,Morehead,
6657,02KY,heliport,Boone National Guard Heliport,760,NA,US,US-KY,Frankfort,
6658,02LA,heliport,La State Police Troop G Heliport,168,NA,US,US-LA,Bossier City,
6659,02LS,heliport,Windy Hill Heliport,25,NA,US,US-LA,Broussard,
6660,02MA,heliport,Cuttyhunk Heliport,9,NA,US,US-MA,Gosnold,
322099,02MD,small_airport,Garner Field,141,NA,US,US-MD,Brandywine,
6661,02ME,small_airport,Nadeau's Airport,700,NA,US,US-ME,Acton,
6662,02MI,small_airport,Fairplains Airpark,850,NA,US,US-MI,Greenville,
6663,02MN,small_airport,Greenbush Municipal Airport,1070,NA,US,US-MN,Greenbush,
6664,02MO,small_airport,Troy Airpark,650,NA,US,US-MO,Troy,
6665,02MS,small_airport,Watts Field,153,NA,US,US-MS,Rochdale,
6666,02MT,small_airport,Barrett Field,3350,NA,US,US-MT,Cascade,
6667,02MU,small_airport,Timber Line Airpark,1550,NA,US,US-MO,Cassville,
45686,02NC,heliport,Race City Heliport,809,NA,US,US-NC,Landis,
6668,02NE,small_airport,Benes Service Airport,1550,NA,US,US-NE,Valparaiso,
6669,02NH,seaplane_base,Iroquois Landing Seaplane Base,1180,NA,US,US-NH,Dummer,
6670,02NJ,heliport,Penske Heliport,78,NA,US,US-NJ,Piscataway,
6671,02NV,small_airport,Paiute Meadows Airport,4443,NA,US,US-NV,Winnemucca,
6672,02NY,heliport,Hansen Heliport,435,NA,US,US-NY,Durhamville,
6673,02OH,small_airport,Zimmerman Airport,614,NA,US,US-OH,Fremont,
6674,02OI,small_airport,Murtha Airport,950,NA,US,US-OH,Conneaut,
6675,02OK,heliport,Canon Heliport,1191,NA,US,US-OK,Oklahoma City,
6676,02OR,small_airport,Rowena Dell Airport,705,NA,US,US-OR,The Dalles,
6677,02P,heliport,Stottle Memorial Heliport,591,NA,US,US-PA,Honey Grove,
6678,02PA,heliport,Lag Iii Heliport,1070,NA,US,US-PA,Monroeville,
6679,02PN,heliport,Peco Berwyn Heliport,390,NA,US,US-PA,Berwyn,
6680,02PR,small_airport,Cuylers Airport,15,NA,PR,PR-U-A,Vega Baja,
6681,02PS,small_airport,Hughes Ultralightport,1700,NA,US,US-PA,Tioga,
6682,02SC,small_airport,Harpers Airport,111,NA,US,US-SC,Estill,
6683,02T,small_airport,Wise River Airport,5830,NA,US,US-MT,Wise River,
6684,02TA,heliport,Matagorda Shore Facility Heliport,5,NA,US,US-TX,Matagorda,
6685,02TE,heliport,Baylor Medical Center Heliport,560,NA,US,US-TX,Waxahachie,
6686,02TN,small_airport,Ellis Field,840,NA,US,US-TN,Murfreesboro,
6687,02TS,closed,FWOMC Heliport,684,NA,US,US-TX,Fort Worth,
6688,02TX,small_airport,The Palms At Kitty Hawk Airport,3235,NA,US,US-TX,New Home,
6689,02UT,small_airport,Lucin Airport,4412,NA,US,US-UT,Lucin,
6690,02VA,small_airport,The Greenhouse Airport,320,NA,US,US-VA,Culpeper,
6691,02VG,heliport,Northstar Aviation Heliport,1850,NA,US,US-VA,Bristol,
6692,02WA,small_airport,Cawleys South Prairie Airport,690,NA,US,US-WA,South Prairie,
6693,02WI,small_airport,Beer Airport,920,NA,US,US-WI,Hudson,
6694,02WN,small_airport,Fowler Field,2150,NA,US,US-WA,Tonasket,
6695,02XS,small_airport,Seidel Ranch Airport,510,NA,US,US-TX,Elroy,
325508,03AA,heliport,Trapper T Heliport,159,NA,US,US-AK,Palmer,
6696,03AK,seaplane_base,Joe Clouds Seaplane Base,150,NA,US,US-AK,Kenai,
6697,03AL,heliport,Highland Medical Center Heliport,628,NA,US,US-AL,Scottsboro,
6698,03AR,heliport,Hscmh Heliport,350,NA,US,US-AR,Malvern,
6699,03AZ,small_airport,Thompson International Aviation Airport,4275,NA,US,US-AZ,Hereford,
6700,03CA,heliport,Grossmont Hospital Heliport,634,NA,US,US-CA,La Mesa,
6701,03CO,small_airport,Kugel-Strong Airport,4950,NA,US,US-CO,Platteville,
6702,03FA,small_airport,Lake Persimmon Airstrip,70,NA,US,US-FL,Lake Placid,
6703,03FD,closed,Tharpe Airport,115,NA,US,US-FL,Bonifay,
6704,03FL,heliport,Ranger Heliport,20,NA,US,US-FL,West Palm Beach,
322717,03GA,small_airport,HIA Airport,238,NA,US,US-IN,Statesboro,
6705,03I,closed,Clarks Dream Strip,680,NA,US,US-OH,Circleville,
6706,03IA,small_airport,East Field,954,NA,US,US-IA,Montezuma,
6707,03ID,small_airport,Flying Y Ranch Airport,3180,NA,US,US-ID,Council,
6708,03II,small_airport,Davis Field Ultralightport,465,NA,US,US-IN,Mount Vernon,
6709,03IL,small_airport,Wix Airport,750,NA,US,US-IL,Monee,
6710,03IN,small_airport,Heinzman Airport,850,NA,US,US-IN,Arcadia,
6711,03IS,heliport,OSF St Anthony's Health Center Heliport,580,NA,US,US-IL,Alton,
6712,03KS,heliport,Valley Grain Heliport,1160,NA,US,US-KS,Highland,
6713,03KY,small_airport,Flying H Farms Airport,385,NA,US,US-KY,Henderson,
6714,03LA,heliport,Damien Heliport,25,NA,US,US-LA,Carville,
6715,03LS,heliport,Fmc Nr 1 Heliport,79,NA,US,US-LA,Winnsboro,
6716,03M,seaplane_base,Lakeside Marina Seaplane Base,165,NA,US,US-ME,East Winthrop,
6717,03MA,small_airport,Hadley Airport,150,NA,US,US-MA,Hadley,
6718,03MD,heliport,Upper Chesapeake Medical Center Heliport,302,NA,US,US-MD,Bel Air,
6719,03ME,small_airport,Maple Ridge Airport,556,NA,US,US-ME,Harrison,
6720,03MI,heliport,Harold Miller Heliport,585,NA,US,US-MI,Bay City,
6721,03MN,small_airport,Nauerth Land Ranch Airport,1435,NA,US,US-MN,Lakefield,
6722,03MO,closed,Cahoochie Airport,1010,NA,US,US-MO,Urbana,
6723,03MS,heliport,Vicksburg Medical Center Heliport,110,NA,US,US-MS,Vicksburg,
6724,03MT,small_airport,Cascade Airport,3580,NA,US,US-MT,Cascade,
6725,03MU,small_airport,Mc Donnell Airport,874,NA,US,US-MO,Archie,
4650,03N,small_airport,Utirik Airport,4,OC,MH,MH-UTI,Utirik Island,
6726,03NC,small_airport,Pilots Ridge Airport,35,NA,US,US-NC,Carolina Beach,
6727,03ND,small_airport,Olafson Brothers Airport,1045,NA,US,US-ND,Edinburg,
6728,03NE,small_airport,Hyde Ranch Airport,2430,NA,US,US-NE,Comstock,
6729,03NH,heliport,Lorden Heliport,400,NA,US,US-NH,Milford,
6730,03NJ,heliport,At&T Heliport,360,NA,US,US-NJ,Berkeley Heights,
6731,03NV,small_airport,Llama Ranch Airport,6120,NA,US,US-NV,Ruby Valley,
6732,03NY,small_airport,Talmage Field,95,NA,US,US-NY,Riverhead,
6733,03OH,small_airport,Gibbs Field,580,NA,US,US-OH,Fremont,
6734,03OI,heliport,Marymount Hospital Heliport,890,NA,US,US-OH,Garfield Heights,
6735,03OK,small_airport,Sahoma Lake Airport,890,NA,US,US-OK,Sapulpa,
6736,03OR,small_airport,Powwatka Ridge Airport,3340,NA,US,US-OR,Troy,
6737,03PA,heliport,Collegeville Heliport,197,NA,US,US-PA,Collegeville,
6738,03PN,heliport,M.P. Metals Heliport,479,NA,US,US-PA,Berwick,
322892,03PR,small_airport,Sun View Field Airport,980,NA,US,US-KS,Bonner Springs,
6739,03PS,small_airport,Ziggy's Field,1050,NA,US,US-PA,Bellefonte,
6740,03S,small_airport,Sandy River Airport,704,NA,US,US-OR,Sandy,
6741,03SC,heliport,Seacoast Medical Center Heliport,73,NA,US,US-SC,Little River,
6742,03TA,closed,Gay Hill Farm Airport,505,NA,US,US-TX,Gay Hill,
6743,03TE,small_airport,Barronena Ranch Airport,600,NA,US,US-TX,Hebbronville,
6744,03TN,heliport,Eagles Landing Heliport,1000,NA,US,US-TN,Sevierville,
6745,03TS,heliport,Shannon Medical Center Heliport,1825,NA,US,US-TX,San Angelo,
6746,03TX,heliport,M D K Field,50,NA,US,US-TX,Pearland,
6747,03UT,small_airport,A Z Minerals Corporation Airport,5315,NA,US,US-UT,Mexican Hat,
6748,03VA,closed,Whipoorwill Springs Airport,250,NA,US,US-VA,Nokesville,
6749,03WA,small_airport,Spangle Field,2440,NA,US,US-WA,Spangle,
6750,03WI,small_airport,Zink Airport,880,NA,US,US-WI,Berlin,
6751,03WN,small_airport,Aerostone Ranch Airport,2320,NA,US,US-WA,Goldendale,
6752,03XS,small_airport,Creekside Airport,2100,NA,US,US-TX,Mertzon,
325443,04AA,small_airport,Phil's Airport,250,NA,US,US-AK,Soldotna,
6753,04AL,heliport,Anniston AHP (Anniston Army Depot),686,NA,US,US-AL,Anniston,
6754,04AR,heliport,Saline Memorial Hospital Heliport,430,NA,US,US-AR,Benton,
6755,04AZ,small_airport,Chinle Airport,5515,NA,US,US-AZ,Chinle,
6756,04CA,small_airport,Gray Butte Field,3020,NA,US,US-CA,Palmdale,
6757,04CL,small_airport,Hunt's Sky Ranch Airport,2310,NA,US,US-CA,Julian,
6758,04CT,heliport,Shingle Mill Heliport,880,NA,US,US-CT,Harwinton,
6759,04F,closed,De Leon Municipal Airport,1293,NA,US,US-TX,De Leon,
6760,04FA,small_airport,Richards Field,9,NA,US,US-FL,Homestead,
324859,04FD,heliport,Tampa General Hospital Brandon Healthplex Heliport,37,NA,US,US-FL,Brandon,
6761,04FL,small_airport,Cross Creek Farms Airport,30,NA,US,US-FL,Ormond,
6762,04I,small_airport,Columbus Southwest Airport,920,NA,US,US-OH,Columbus,
6763,04IA,small_airport,Middlekoop Airport,801,NA,US,US-IA,Packwood,
6764,04ID,small_airport,Lanham Field,2343,NA,US,US-ID,Emmett,
6765,04II,small_airport,Turkey Run Airport,765,NA,US,US-IN,New Haven,
6766,04IL,small_airport,Schertz Aerial Service - Hudson Airport,755,NA,US,US-IL,Hudson,
45410,04IN,seaplane_base,Lake Gage Seaplane Base,954,NA,US,US-IN,Angola,
6767,04IS,small_airport,Van Gorder Airport,728,NA,US,US-IL,Mansfield,
6768,04KS,heliport,Robinson Industries Heliport,835,NA,US,US-KS,Lawrence,
6769,04KY,small_airport,Natchez Trace Farm Airport,710,NA,US,US-KY,Hiseville,
6770,04LA,heliport,St James Heliport,10,NA,US,US-LA,Lutcher,
6771,04LL,small_airport,Brunner Airport,750,NA,US,US-IL,West Dundee,
6772,04LS,heliport,La National Guard Heliport,52,NA,US,US-LA,Baton Rouge,
6773,04MA,closed,Goddard Field (Airport),200,NA,US,US-MA,Haverhill,
6774,04MD,heliport,Chesapeake City Heliport,40,NA,US,US-MD,Chesapeake City,
6775,04ME,small_airport,Beech Hill Airport,625,NA,US,US-ME,Mercer,
6776,04MI,small_airport,Rapids Airway Airport,880,NA,US,US-MI,Eaton Rapids,
6777,04MN,small_airport,Helblad Airport,1195,NA,US,US-MN,Kelliher,
6778,04MO,small_airport,Airpark Private Airport,767,NA,US,US-MO,Vandalia,
6779,04MS,small_airport,Nick's Flying Service Inc Airport,100,NA,US,US-MS,Rolling Fork,
6780,04MT,small_airport,Pluhar Airport,2715,NA,US,US-MT,Cohagen,
6781,04NC,heliport,Western Wake Medical Center Heliport,445,NA,US,US-NC,Cary,
6782,04NE,small_airport,Mc Connell Field Airport,3035,NA,US,US-NE,Sarben,
6783,04NJ,small_airport,Emmanuel Airport,155,NA,US,US-NJ,Elmer,
6784,04NV,small_airport,Kingston Ranch Airport,2620,NA,US,US-NV,Sandy Valley,
6785,04NY,small_airport,Klaverack Airport,250,NA,US,US-NY,Hudson,
45733,04OG,heliport,Teufel Heliport,185,NA,US,US-OR,Forest Grove,
6786,04OH,closed,Bossow Airport,1080,NA,US,US-OH,Garrettsville,
6787,04OK,heliport,Stillwater Medical Center Heliport,984,NA,US,US-OK,Stillwater,
6788,04OR,small_airport,Collins Landing Strip,1500,NA,US,US-OR,Mitchell,
6789,04PA,heliport,S & C Distribution Center Heliport,50,NA,US,US-PA,Philadelphia,
6790,04PN,heliport,Strawbridge & Clothier Exton Heliport,320,NA,US,US-PA,Exton,
6791,04SC,heliport,Emergency Helipad,994,NA,US,US-SC,Easley,
325773,04SD,heliport,Cheyenne River Health Center Heliport,2437,NA,US,US-SD,Eagle Butte,
6792,04TA,heliport,Capitol National Bank Building Heliport,540,NA,US,US-TX,Austin,
6793,04TE,heliport,Veterans Affairs Medical Center Heliport,49,NA,US,US-TX,Houston,
6794,04TN,small_airport,Hensley Airpark,1430,NA,US,US-TN,Chuckey,
6795,04TS,heliport,Hummingbird Heliport,690,NA,US,US-TX,Hutto,
6796,04TX,small_airport,Pocock Airport,565,NA,US,US-TX,China Spring,
6797,04UT,small_airport,Navajo Mountain Airport,6160,NA,US,US-UT,Navajo Mountain Trdng Post,
6798,04V,small_airport,Saguache Municipal Airport,7826,NA,US,US-CO,Saguache,
6799,04VA,heliport,Russell County Medical Center Heliport,2004,NA,US,US-VA,Lebanon,
6800,04VG,small_airport,Manquin Flight Park Ultralightport,50,NA,US,US-VA,Manquin,
6801,04VT,small_airport,Lightning Bolt Field Airport,2156,NA,US,US-VT,Cabot,
6802,04W,small_airport,Field of Dreams Airport,1021,NA,US,US-MN,Hinckley,
6803,04WA,small_airport,Ox Meadows Airport,2345,NA,US,US-WA,Spokane,
6804,04WI,small_airport,Dutch Gap Airstrip,760,NA,US,US-WI,Bristol,
45903,04WN,small_airport,Stillwater Creek Airport,1510,NA,US,US-WA,Royal City,
6805,04WV,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,1137,NA,US,US-WV,Morgantown,
6806,04XS,heliport,Napiers Heliport,625,NA,US,US-TX,Mansfield,
6807,05AK,small_airport,Wasilla Creek Airpark,620,NA,US,US-AK,Palmer,
6808,05AL,heliport,Allen Stagefield Army Heliport,365,NA,US,US-AL,Fort Rucker/Wicksburg,
45302,05AR,small_airport,Ozark Skies Airpark,1900,NA,US,US-AR,Kingston,
6809,05AZ,heliport,Yuma Regional Medical Center Heliport,200,NA,US,US-AZ,Yuma,
6810,05B,seaplane_base,Van Buren Seaplane Base,440,NA,US,US-ME,Van Buren,
6811,05CA,heliport,Lost Hills Sheriff's Station Heliport,888,NA,US,US-CA,Calabasas,
6812,05CL,small_airport,Pope Valley Airport,618,NA,US,US-CA,Pope Valley,
6813,05CO,small_airport,Rancho De Aereo Airport,4978,NA,US,US-CO,Mead,
6814,05CT,heliport,O And G Heliport,600,NA,US,US-CT,Torrington,
6815,05FA,small_airport,Melanie's Airport,295,NA,US,US-FL,Florala,
6816,05FD,heliport,Aventura Heliport,6,NA,US,US-FL,North Miami Beach,
6817,05FL,small_airport,Charlton Strip,36,NA,US,US-FL,La Belle,
6818,05GA,small_airport,Raju Airport,625,NA,US,US-GA,Richland,
6819,05IA,small_airport,Spotts Field,1155,NA,US,US-IA,Nora Springs,
6820,05ID,small_airport,Running Creek Ranch Airport,2969,NA,US,US-ID,Grangeville,
6821,05II,small_airport,Reichhart Airport,795,NA,US,US-IN,New Haven,
6822,05IL,small_airport,Classic Landings Airport,635,NA,US,US-IL,Bonfield,
6823,05IN,small_airport,Cooper Airport,860,NA,US,US-IN,Belleville,
6824,05IS,small_airport,Hardy Airport,605,NA,US,US-IL,Mount Auburn,
