id,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,home_link
7621,0WN4,heliport,Olympia Heliport,200,NA,US,US-WA,Olympia,
7622,0WN5,small_airport,Potts Field,815,NA,US,US-WI,North Cape,
7623,0WN6,heliport,L-Z Blue Thunder Heliport,75,NA,US,US-WA,Blaine,
7624,0WN7,heliport,Enumclaw Community Hospital Heliport,700,NA,US,US-WA,Enumclaw,
7625,0WN8,heliport,Sheldon Heliport,2129,NA,US,US-ID,Coeur D'Alene,
45906,0WN9,small_airport,Wings For Christ Airport,1000,NA,US,US-WA,Omak,
45936,0WY0,small_airport,Freedom Air Ranch Airport,5698,NA,US,US-WY,Freedom,
45935,0WY1,small_airport,Dorsey Creek Ranch Airport,4017,NA,US,US-WY,Basin,
7626,0XA0,heliport,Parkland Hospital Nr 2 Heliport,548,NA,US,US-TX,Dallas,
7628,0XA2,heliport,Fort Duncan Medical Center Heliport,884,NA,US,US-TX,Eagle Pass,
7629,0XA3,heliport,Midstream Freeport Heliport,6,NA,US,US-TX,Freeport,
7630,0XA4,small_airport,Seven C's Ranch Airport,331,NA,US,US-TX,Freer,
7631,0XA5,small_airport,74 Ranch Airport,320,NA,US,US-TX,Campbellton,
7632,0XA6,heliport,Jaxon Landing Heliport,3270,NA,US,US-TX,Lubbock,
7633,0XA7,small_airport,Bar 3 Ranch Airport,744,NA,US,US-TX,Georgetown,
7634,0XA8,small_airport,Ohho Airport,1340,NA,US,US-TX,Dripping Springs,
7635,0XA9,heliport,Methodist Mansfield Medical Center Heliport,633,NA,US,US-TX,Mansfield,
7636,0XS0,small_airport,Diamond H Ranch Airport,511,NA,US,US-TX,Catarina,
7637,0XS1,small_airport,Rodgers Roost Airport,129,NA,US,US-TX,El Campo,
7638,0XS2,small_airport,John Fields Ranch Airport,2342,NA,US,US-TX,Sonora,
7639,0XS3,heliport,South Texas Project Heliport,32,NA,US,US-TX,Palacios,
7640,0XS4,heliport,Eds Heliport,602,NA,US,US-TX,Allen,
7641,0XS5,heliport,Southeastern Helicopters Heliport,5,NA,US,US-TX,South Padre Island,
7642,0XS6,small_airport,Lakeside Beach Airport,800,NA,US,US-TX,Spicewood,
7643,0XS7,small_airport,Anacacho Ranch Airport,1067,NA,US,US-TX,Spofford,
7644,0XS8,small_airport,Dunbar Ranch Airport,958,NA,US,US-TX,Spofford,
45852,0XS9,small_airport,French Field,540,NA,US,US-TX,Bullard,
7645,0Y4,small_airport,Lambert Fechter Municipal Airport,1452,NA,US,US-IA,Hartley,
7646,0Y6,small_airport,Lake Mills Municipal Airport,1260,NA,US,US-IA,Lake Mills,
7647,0Z2,small_airport,Road Commission Nr 1 Airport,2525,NA,US,US-AK,Denali,
7648,0Z3,seaplane_base,Shannons Pond Seaplane Base,80,NA,US,US-AK,Dillingham,
7649,10AK,small_airport,Hunt Strip,200,NA,US,US-AK,Wasilla,
7650,10AL,heliport,North Jackson Hospital Heliport,650,NA,US,US-AL,Bridgeport,
7651,10AR,heliport,Huntsville Memorial Hospital Heliport,1495,NA,US,US-AR,Huntsville,
7652,10AZ,small_airport,Pierce Airport,860,NA,US,US-AZ,Buckeye,
7653,10CA,heliport,William E Poole Heliport,3120,NA,US,US-CA,Apple Valley,
7654,10CL,closed,Joe Gottlieb Field,347,NA,US,US-CA,Bakersfield,
322689,10CN,heliport,St Helena Hospital Heliport,581,NA,US,US-CA,St Helena,
7655,10CO,small_airport,Silkman Farms Inc. Airport,4000,NA,US,US-CO,Burlington,
7656,10D,small_airport,Winsted Municipal Airport,1030,NA,US,US-MN,Winsted,
7657,10F,small_airport,Rosser Ranch Airport,1112,NA,US,US-TX,Graham,
7658,10FA,small_airport,Flying Baron Estates Airport,75,NA,US,US-FL,Leesburg,
7659,10FD,small_airport,Seven Feathers Airport,68,NA,US,US-FL,Dunnellon,
7660,10FL,heliport,Fishermen's Hospital Emergency Helistop,5,NA,US,US-FL,Marathon,
7661,10GA,small_airport,Beaverbrook Aerodrome,910,NA,US,US-GA,Griffin,
7662,10IA,small_airport,Flyers Airport,830,NA,US,US-IA,Waterloo,
7663,10ID,small_airport,Flat Top Airstrip,5841,NA,US,US-ID,Muldoon,
7664,10II,heliport,Franciscan Health Rensselaer Heliport,660,NA,US,US-IN,Rensselaer,
7665,10IL,heliport,Riverside Medical Center Heliport,620,NA,US,US-IL,Kankakee,
7666,10IN,closed,Squires Airport,1000,NA,US,US-IN,Connersville,
7667,10KS,heliport,University of Kansas Hospital Heliport,958,NA,US,US-KS,Kansas City,
7668,10KY,heliport,Southwest Government Center Heliport,480,NA,US,US-KY,Louisville,
7669,10LA,small_airport,Industrial Helicopters Inc. Airport,35,NA,US,US-LA,Scott,
7670,10LS,small_airport,G & J Fly A Way Ultralightport,20,NA,US,US-LA,Youngsville,
7671,10MA,seaplane_base,Beaver Lake Seaplane Base,384,NA,US,US-MA,Ware,
328986,10ME,heliport,PVH Heliport,368,NA,US,US-ME,Lincoln,
7672,10MI,heliport,St Mary's Hospital Heliport,595,NA,US,US-MI,Saginaw,
7673,10MN,seaplane_base,Lookout Lake Seaplane Base,1200,NA,US,US-MN,Ironton,
7674,10MO,closed,Eckerts Airstrip,839,NA,US,US-MO,Williamsburg,
7675,10MS,heliport,Daniel Emergency Response Team Heliport,20,NA,US,US-MS,Moss Point,
7676,10MT,small_airport,Hoolie Airport,2526,NA,US,US-MT,Haxby,
7677,10MU,heliport,Freeman Neosha Hospital Heliport,1110,NA,US,US-MO,Neosho,
7678,10NC,small_airport,Johnston Farm Airport,60,NA,US,US-NC,Jackson,
7679,10ND,small_airport,Smith Strip,2200,NA,US,US-ND,Halliday,
7680,10NE,heliport,St Joseph Hospital Heliport,1130,NA,US,US-NE,Omaha,
7681,10NH,heliport,Clark Heliport,320,NA,US,US-NH,Hampstead,
7682,10NJ,heliport,St Francis M C Helistop,55,NA,US,US-NJ,Trenton,
7683,10NY,heliport,Beaver Meadow Heliport,1195,NA,US,US-NY,Remsen,
7684,10OH,small_airport,Zoellner Airport,617,NA,US,US-OH,Huron,
7685,10OK,small_airport,Hickory Hills Airport,1175,NA,US,US-OK,Norman,
7686,10OR,small_airport,Stevens Mountain Airport,1000,NA,US,US-OR,Vernonia,
7687,10PA,heliport,Piac Heliport,8,NA,US,US-PA,Essington,
7688,10PN,heliport,One Meridian Plaza Heliport,560,NA,US,US-PA,Philadelphia,
326562,10SD,heliport,Wanblee Health Center Heliport,2654,NA,US,US-SD,Wanblee,
7689,10TA,heliport,Bear Creek Heliport,100,NA,US,US-TX,Houston,
7690,10TE,small_airport,Gottwald Field,440,NA,US,US-TX,Harwood,
7691,10TN,small_airport,Flatwood Field,600,NA,US,US-TN,Lebanon,
7692,10TS,closed,Saint's Strip Ultralightport,980,NA,US,US-TX,Marion,
7693,10TX,heliport,Jbh Aerospace Heliport,15,NA,US,US-TX,Ingleside,
45863,10UT,heliport,Gilbert Development Corp Heliport,3300,NA,US,US-UT,Hurricane,
7694,10VA,small_airport,Nashs Airport,785,NA,US,US-VA,Appomattox,
328506,10VG,heliport,WAVY TV Heliport,20,NA,US,US-VA,Portsmouth,
7695,10WA,closed,Mullan Hill Airport,2310,NA,US,US-WA,Spokane,
7696,10WI,small_airport,Buds Landing Airport,850,NA,US,US-WI,Pound,
45941,10WY,small_airport,Willow Creek Ranch Airport,5521,NA,US,US-WY,Kaycee,
7697,10XS,small_airport,Flying S Air Ranch Airport,1447,NA,US,US-TX,Brownwood,
7698,11AK,small_airport,Rocking T. Ranch Airport,1190,NA,US,US-AK,Delta Junction,
7699,11AL,heliport,Ech Stagefield Army Heliport,268,NA,US,US-AL,Fort Rucker/Ozark,
7700,11AR,heliport,CHI St. Vincent Hospital Hot Springs Heliport,558,NA,US,US-AR,Hot Springs,
7701,11AZ,small_airport,Whetstone Airport,4250,NA,US,US-AZ,Huachuca City,
7702,11CA,small_airport,Turner Field,300,NA,US,US-CA,Fowler,
7703,11CL,small_airport,Hansen Airport,2885,NA,US,US-CA,Adelanto,
322667,11CN,heliport,Shasta Regional Medical Center Heliport,622,NA,US,US-CA,Redding,
7704,11CO,closed,Channel 7 Heliport,5300,NA,US,US-CO,Denver,
7705,11FA,small_airport,B & L Farms Airport,9,NA,US,US-FL,Homestead,
7706,11FD,heliport,North Okaloosa Medical Center Heliport,230,NA,US,US-FL,Crestview,
7707,11FL,small_airport,Williams Field,88,NA,US,US-FL,Middleburg,
7708,11G,closed,Johnson Field,630,NA,US,US-MI,Smiths Creek,
7709,11GA,closed,De Kalb General Hospital Heliport,1012,NA,US,US-GA,Decatur,
7710,11GE,heliport,Apple 1 Heliport,1273,NA,US,US-GA,Cumming,
7711,11ID,closed,Riddle Airport,5356,NA,US,US-ID,Riddle,
7712,11II,small_airport,Atterbury Field (Camp Atterbury),710,NA,US,US-IN,Nineveh,
7713,11IL,heliport,Presence St Mary's Hospital - Kankakee Heliport,610,NA,US,US-IL,Kankakee,
7714,11IN,small_airport,Jr's Airport,950,NA,US,US-IN,Danville,
7715,11IS,heliport,St Anthony Memorial Hospital Heliport,593,NA,US,US-IL,Effingham,
7716,11KS,closed,Sheller's Airport,1090,NA,US,US-KS,Tonganoxie,
7717,11KY,heliport,Southwest Hospital Heliport,500,NA,US,US-KY,Louisville,
7718,11LA,seaplane_base,Tiger Pass Seaplane Base,,NA,US,US-LA,Venice,
7719,11LL,small_airport,Thacker Airport,720,NA,US,US-IL,Chenoa,
7720,11LS,small_airport,Jasmine Hill Airport,120,NA,US,US-LA,Glenmora,
7721,11M,small_airport,Fulton-Itawamba County Airport,450,NA,US,US-MS,Fulton,
7722,11MA,small_airport,Bulljump Airport,60,NA,US,US-MA,Wareham,
7723,11MD,small_airport,Tim's Airport,42,NA,US,US-MD,Salisbury,
7724,11MI,heliport,Wagner's Landing Heliport,975,NA,US,US-MI,Clarkston,
7725,11MN,closed,Sixberry's Landing Seaplane Base,1372,NA,US,US-MN,Chisholm,
7726,11MO,small_airport,Redgate Ranch Airport,820,NA,US,US-MO,Williamsburg,
326133,11MT,small_airport,Lammers Airport,4098,NA,US,US-MT,Shawmut,
323292,11MU,small_airport,Rocky Top Airfield,1273,NA,US,US-MO,Gainesville,
7727,11N,small_airport,Candlelight Farms Airport,675,NA,US,US-CT,New Milford,
7728,11NC,heliport,Sprint/Midatlantic Telecom Heliport,427,NA,US,US-NC,Youngsville,
7729,11NE,small_airport,Kaan Airport,4650,NA,US,US-NE,Harrison,
7730,11NJ,heliport,Southdown Heliport,128,NA,US,US-NJ,Pluckemin,
7731,11NK,small_airport,Hop House Airpark,530,NA,US,US-NY,Fort Plain,
321977,11NR,heliport,Dosher Heliport,19,NA,US,US-NC,Southport,
7732,11NY,small_airport,Saikkonen Airport,969,NA,US,US-NY,Spencer,
7733,11OA,small_airport,Hide-A-Way Hills Resort Airport,780,NA,US,US-OH,Bremen,
7734,11OG,small_airport,Unity Airport,3975,NA,US,US-OR,Unity,
310052,11OH,heliport,Fayette County Memorial Hospital Heliport,977,NA,US,US-OH,Washington Court House,
7735,11OK,small_airport,Beefor Ranch Airport,1150,NA,US,US-OK,Purcell,
7736,11OR,small_airport,Holiday Sky Ranch Airport,510,NA,US,US-OR,Sutherlin,
7737,11PA,heliport,Sherrie John Manor Heliport,400,NA,US,US-PA,Mechanicsburg,
45744,11PN,small_airport,Eakin Airport,1489,NA,US,US-PA,Cranberry,
7738,11S,small_airport,Sekiu Airport,355,NA,US,US-WA,Sekiu,
7739,11TA,heliport,Conoco Heliport,91,NA,US,US-TX,Houston,
7740,11TE,small_airport,Flying M Ranch Airport,700,NA,US,US-TX,Grandview,
7741,11TN,small_airport,Salem Field,425,NA,US,US-TN,Clarksville,
7742,11TS,small_airport,Pt Enterprise D&W Ranch Airport,526,NA,US,US-TX,Mexia,
7743,11TX,small_airport,Butler Airport,840,NA,US,US-TX,Sherman,
322468,11UT,small_airport,Flying R Airport,5060,NA,US,US-UT,Huntsville,
7744,11VA,heliport,Chesapeake General Hospital Heliport,21,NA,US,US-VA,Chesapeake,
7745,11VG,small_airport,Devil's Reach Landing Airport,28,NA,US,US-VA,Oak Grove,
7746,11WA,small_airport,Homeport Airport,2320,NA,US,US-WA,Spokane,
7747,11WI,closed,Victory Memorial Hospital Heliport,1140,NA,US,US-WI,Stanley,
7748,11WN,seaplane_base,Diedrich Seaplane Base,774,NA,US,US-WI,Lodi,
45923,11Y,small_airport,Flying Feathers Airport,940,NA,US,US-WI,Chilton,
7750,12A,small_airport,Arkavalley Airport,329,NA,US,US-AR,Conway,
7749,12AL,heliport,Goldberg Stagefield Army Heliport,362,NA,US,US-AL,Fort Rucker/Kirklands Crossroads,
45301,12AR,small_airport,Gibbons Airport,178,NA,US,US-AR,Marvell,
7751,12AZ,small_airport,Ranta Strip,1840,NA,US,US-AZ,Morristown,
7752,12CA,small_airport,Faber Vineyards Airport,70,NA,US,US-CA,Lodi,
7753,12CL,small_airport,Newton Field,194,NA,US,US-CA,Stratford,
322230,12CN,small_airport,Richter Airport,57,NA,US,US-CA,Maxwell,
7754,12CO,small_airport,Omega 1 STOLport,6409,NA,US,US-CO,Hotchkiss,
7755,12FA,closed,Hi-Acres Airport,105,NA,US,US-FL,Clermont,
7756,12FD,heliport,Osceola Regional Hospital Heliport,59,NA,US,US-FL,Kissimmee,
7757,12FL,seaplane_base,Timberlachen Seaplane Base,89,NA,US,US-FL,Orlando,
7758,12GA,heliport,Gwinnett Community Hospital D/B/A Eastside Medical Center Heliport,1065,NA,US,US-GA,Snellville,
7759,12GE,seaplane_base,Harvest Lake Seaplane Base,4,NA,US,US-GA,Riceboro,
7760,12I,seaplane_base,Brookville Reservoir Seaplane Base,748,NA,US,US-IN,Brookville,
7761,12IA,small_airport,Plueger Airfield,1245,NA,US,US-IA,Lemars,
7762,12ID,small_airport,Flying B Ranch Landing Strip,3647,NA,US,US-ID,Salmon,
7763,12II,small_airport,Pentecost Airport,1020,NA,US,US-IN,Centerville,
7764,12IL,small_airport,Hawker Airport,620,NA,US,US-IL,Kankakee,
7765,12IN,small_airport,J & S Field,465,NA,US,US-IN,Darmstadt,
7766,12IS,heliport,Mercer County Hospital Heliport,729,NA,US,US-IL,Aledo,
7767,12JY,balloonport,Clinton Elks Lodge Balloonport,37,NA,US,US-NJ,Pittstown,
7768,12KS,small_airport,Sooter Airport,1420,NA,US,US-KS,Sedgwick,
7769,12KY,small_airport,John M. Foree Airport,853,NA,US,US-KY,New Castle,
7770,12LA,small_airport,Kml Airport,20,NA,US,US-LA,Sulphur,
7771,12LL,small_airport,Lambdins Field,350,NA,US,US-IL,Wolf Lake,
7772,12LS,small_airport,Hains Airstrip,20,NA,US,US-LA,Rayne,
7773,12MA,heliport,Mellen Street Heliport,275,NA,US,US-MA,Holliston,
7774,12MD,heliport,St. Agnes Health Care Heliport,141,NA,US,US-MD,Baltimore,
7775,12ME,small_airport,Ridgeview Airport,240,NA,US,US-ME,Searsmont,
7776,12MI,small_airport,John's Airport,820,NA,US,US-MI,Davison,
7777,12MN,closed,Eastman Seaplane Base,1200,NA,US,US-MN,Lake Hubert,
7778,12MO,small_airport,Ferguson Farms Airport,990,NA,US,US-MO,Windsor,
7779,12MS,small_airport,Green Acres Airport,300,NA,US,US-MS,Woodville,
7780,12MT,small_airport,Lincolns Field,2931,NA,US,US-MT,Hingham,
7781,12NC,small_airport,Atlantic Field Mcolf Airport,20,NA,US,US-NC,Atlantic,
7782,12ND,small_airport,Pietschtree Airstrip,1566,NA,US,US-ND,Burlington,
7783,12NE,small_airport,Reisig Brothers Airport,3985,NA,US,US-NE,Scottsbluff,
45523,12NH,small_airport,Gile Pond Airport,485,NA,US,US-NH,Sanbornton,
7784,12NJ,heliport,Penske 2 Heliport,62,NA,US,US-NJ,Lodi,
7785,12NK,small_airport,Westport Airport,276,NA,US,US-NY,Westport,
7786,12NM,closed,Columbus Stockyards Airport,4017,NA,US,US-NM,Columbus,
7787,12NY,closed,TGP-245 Heliport,1440,NA,US,US-NY,West Winfield,
45951,12OA,heliport,Defiance Regional Medical Center Heliport,709,NA,US,US-OH,Defiance,
7788,12OH,small_airport,Mcgregor Airfield,940,NA,US,US-OH,Brookville,
7789,12OK,closed,Expressway Airpark,1070,NA,US,US-OK,Oklahoma City,
7790,12OR,small_airport,Skinner Ranch Airport,4273,NA,US,US-OR,Jordan Valley,
7791,12PA,heliport,Helicopter Applicators Inc Heliport,612,NA,US,US-PA,Gettysburg,
7792,12PN,heliport,WCAU Heliport,230,NA,US,US-PA,Philadelphia,
7793,12PR,heliport,Villamil-304 Ponce De Leon Heliport,148,NA,PR,PR-U-A,San Juan,
7794,12PS,heliport,Siple Heliport,419,NA,US,US-PA,Lewisville,
7795,12S,small_airport,Monument Municipal Airport,2323,NA,US,US-OR,Monument,
7796,12SC,small_airport,Over the Hill Airport,250,NA,US,US-SC,Elgin,
7797,12T,heliport,Ferris Red Oak Municipal Heliport,510,NA,US,US-TX,Ferris/Red Oak,
7798,12TA,heliport,Channel Two Heliport,72,NA,US,US-TX,Houston,
7799,12TE,small_airport,Curtis Ranch Field,1740,NA,US,US-TX,Brady,
7800,12TN,small_airport,Riley Creek Airport,750,NA,US,US-TN,Kingston,
7801,12TS,small_airport,Blo Airport,1050,NA,US,US-TX,Mineral Wells,
7802,12TX,small_airport,Griffin Airport,1235,NA,US,US-TX,Bertram,
7803,12VA,small_airport,Hop-Along Airport,1060,NA,US,US-VA,Clifton Forge,
7804,12WA,small_airport,Fowlers Nw 40 Airport,2313,NA,US,US-WA,Spokane,
7805,12WI,heliport,Memorial Hospital of Taylor County Heliport,1435,NA,US,US-WI,Medford,
45905,12WT,small_airport,Walker Airport,2450,NA,US,US-WA,Palouse,
321472,12WV,small_airport,Crazy Horse Airport,603,NA,US,US-WV,Hamlin,
45934,12WY,small_airport,Black Diamond Airport,4400,NA,US,US-WY,Burlington,
321471,12XA,small_airport,Wood Farm Airfield,2950,NA,US,US-TX,Gardendale,
7806,12XS,small_airport,Mc Croskey Field,253,NA,US,US-AR,Butlerville,
7807,13AK,small_airport,Satterbergs Airport,350,NA,US,US-AK,Houston,
7808,13AL,heliport,Hatch Stagefield Army Heliport,225,NA,US,US-AL,Fort Rucker/Ozark,
7809,13AR,heliport,Jrmc Heliport,227,NA,US,US-AR,Pine Bluff,
7810,13AZ,small_airport,Waltenberry Field Ultralightport,1213,NA,US,US-AZ,Tonopah,
7811,13CA,heliport,M H 15 Heaps Peak US Forest Service Heliport,6266,NA,US,US-CA,Lake Arrowhead,
7812,13CL,small_airport,Maine Prairie Airport,40,NA,US,US-CA,Dixon,
7813,13CO,heliport,Mann Heliport,7500,NA,US,US-CO,Steamboat Springs,
22103,13D,heliport,Ponderosa Heliport,1017,NA,US,US-MI,Highland,
7814,13FA,small_airport,Earle Airpark,25,NA,US,US-FL,Hastings,
7815,13FD,heliport,Yelvington Heliport,110,NA,US,US-FL,Orlando,
7816,13FL,heliport,Gator Lake Heliport,110,NA,US,US-FL,Zephyrhills,
7817,13GA,small_airport,Oak Ridge Plantation Airport,350,NA,US,US-GA,Sylvester,
7818,13GE,small_airport,Holt Airpark,280,NA,US,US-GA,Oak Park,
7819,13IA,small_airport,Hillside Stables Airport,760,NA,US,US-IA,Sabula,
7820,13ID,small_airport,Silva Ranch Airport,6400,NA,US,US-ID,Stanley,
7821,13II,heliport,St Joseph Medical Center Heliport,845,NA,US,US-IN,Fort Wayne,
7822,13IN,small_airport,Gage Airport,814,NA,US,US-IN,Decatur,
7823,13JY,heliport,Hess Port Reading Heliport,70,NA,US,US-NJ,Port Reading,
7824,13KS,small_airport,Daniel's Landing Airport,1325,NA,US,US-KS,Andover,
7825,13KY,small_airport,Miles Airport,407,NA,US,US-KY,Owensboro,
7826,13LA,heliport,Evergreen Heliport,10,NA,US,US-LA,Cameron,
7827,13LL,heliport,Henry Valve Company Heliport,640,NA,US,US-IL,Melrose Park,
7828,13LS,small_airport,Tee Brad's Airport,12,NA,US,US-LA,Kaplan,
7829,13M,balloonport,Aeronut Park Balloonport,980,NA,US,US-MI,Howell,
7830,13MA,small_airport,Metropolitan Airport,418,NA,US,US-MA,Palmer,
7831,13ME,small_airport,Socatean Bay Airport,1179,NA,US,US-ME,Rockwood,
7832,13MI,heliport,Lee Memorial Hospital Heliport,748,NA,US,US-MI,Dowagiac,
7833,13MN,small_airport,Melby Airport,1250,NA,US,US-MN,Ashby,
7834,13MO,small_airport,Domeyer Airport,1260,NA,US,US-MO,Lenox,
7835,13MS,small_airport,Greener Pastures Airpark,180,NA,US,US-MS,Carriere,
7836,13MT,small_airport,Sorenson Airport,2873,NA,US,US-MT,Kremlin,
7837,13N,small_airport,Trinca Airport,600,NA,US,US-NJ,Andover,
7838,13NC,small_airport,Oak Grove Mcolf Airport,27,NA,US,US-NC,Pollocksville,
7839,13NE,small_airport,Hock Airport,2777,NA,US,US-NE,Culbertson,
7840,13NJ,heliport,Wyeth-Ayerst Research Heliport,117,NA,US,US-NJ,Princeton,
7841,13NK,heliport,Quaker Valley Farm Heliport,1100,NA,US,US-NY,Pawling,
7842,13NM,small_airport,Beaverhead Airstrip,7378,NA,US,US-NM,Silver City,
7843,13NY,heliport,Health Sciences Center University Hospital Heliport,190,NA,US,US-NY,Stony Brook,
7844,13OH,closed,Rose Field,728,NA,US,US-OH,Jewell,
7845,13OI,heliport,Union Hospital Heliport,926,NA,US,US-OH,Dover,
7846,13OK,heliport,Mc Alester Regional Hospital Heliport,705,NA,US,US-OK,Mc Alester,
7847,13OR,small_airport,Aubrey Mountain Airstrip,1680,NA,US,US-OR,Oakridge,
7848,13PA,small_airport,Rigrtona Airport,1703,NA,US,US-PA,Tidioute,
7849,13PN,small_airport,Richland Acres Ultralightport,550,NA,US,US-PA,Quakertown,
7850,13PS,heliport,St. Luke's/Pennstar Flight Center Heliport,488,NA,US,US-PA,Nazareth,
7851,13Q,small_airport,Jewett Mesa Airport,7681,NA,US,US-NM,Apache Creek,
7852,13S,seaplane_base,Lake Louise Seaplane Base,2362,NA,US,US-AK,Lake Louise,
7853,13SC,heliport,Grassy Pond Heliport,840,NA,US,US-SC,Gaffney,
7854,13TA,closed,KBMT-TV Heliport,32,NA,US,US-TX,Beaumont,
7855,13TE,small_airport,Varisco Airport,240,NA,US,US-TX,Bryan,
7856,13TN,heliport,Bear Mountain Heliport,930,NA,US,US-TN,Vonore,
7857,13TS,small_airport,Van Es Ranch Airport,830,NA,US,US-TX,Oilton,
7858,13TX,small_airport,Allison Ranch Airport,2350,NA,US,US-TX,Sonora,
7859,13VA,heliport,7th Division State Police Headquarters Heliport,395,NA,US,US-VA,Fairfax,
7860,13VG,heliport,May Heliport,1430,NA,US,US-VA,Salem,
7861,13W,small_airport,Camano Island Airfield,145,NA,US,US-WA,Stanwood,
7862,13WA,closed,Fsa - Everett Heliport,500,NA,US,US-WA,Everett,
7863,13WI,small_airport,Nowatzski Field,920,NA,US,US-WI,Markesan,
7864,13XS,heliport,Presbyterian Hospital Of Rockwall Heliport,532,NA,US,US-TX,Rockwall,
7865,13Y,small_airport,Littlefork Muni/Hanover Airport,1145,NA,US,US-MN,Littlefork,
7866,13Z,seaplane_base,Loring Seaplane Base,0,NA,US,US-AK,Loring,
7867,14AK,small_airport,Four Corners Airport,300,NA,US,US-AK,Palmer,
7868,14AL,heliport,Highbluff Stagefield Army Heliport,270,NA,US,US-AL,Fort Rucker/Hartford,
7869,14AR,small_airport,Rice-Bell Field Airport,221,NA,US,US-AR,Forrest City,
7870,14AZ,small_airport,Ruby Star Airpark,4025,NA,US,US-AZ,Green Valley,
7871,14CA,heliport,Hoag Memorial Hospital Heliport,94,NA,US,US-CA,Newport Beach,
7872,14CL,heliport,Foothill Presbyterian Hospital Heliport,730,NA,US,US-CA,Glendora,
7873,14CO,small_airport,Good Pasture Airport,6000,NA,US,US-CO,Beulah,
7874,14CT,heliport,Mashantucket Pequot Tribal Nation Heliport,124,NA,US,US-CT,Mashantucket,
7875,14FA,small_airport,Burrs Strip,10,NA,US,US-FL,Miami,
7876,14FD,small_airport,Sunshine Farms Airport,23,NA,US,US-FL,St Augustine,
7877,14FL,small_airport,Wells Flying Service Airport,240,NA,US,US-FL,Jay,
7878,14GA,heliport,Latham Creek Heliport,1120,NA,US,US-GA,Gainesville,
7879,14GE,heliport,Stakely Heliport,1940,NA,US,US-GA,Trenton,
7880,14I,small_airport,Bloom Airport,1050,NA,US,US-OH,Jamestown,
7881,14ID,small_airport,Peaceful Cove Airport,2920,NA,US,US-ID,Boise,
7882,14IL,closed,Kewanee Hospital Heliport,838,NA,US,US-IL,Kewanee,https://web.archive.org/web/20170521002255/http://www.bcrnews.com/2009/05/14/kewanee-hospital-prepares-to-demolish-the-old-hospi
7883,14IN,closed,De Motte Airport,655,NA,US,US-IN,De Motte,
7884,14IS,heliport,Marshall Browning Hospital Heliport,454,NA,US,US-IL,Du Quoin,
7885,14KS,small_airport,G & S Space Port Airport,940,NA,US,US-KS,Parker,
7886,14KY,small_airport,Blue Haven Farm Airport,985,NA,US,US-KY,Paris,
7887,14L,heliport,Devonshire Area Heliport,1012,NA,US,US-CA,Los Angeles,
7888,14LA,small_airport,Killarny Farm Airport,53,NA,US,US-LA,St Francisville,
7889,14LL,heliport,Gottlieb Heliport,688,NA,US,US-IL,Melrose Park,
7890,14LS,heliport,Go Gulf Heliport,50,NA,US,US-LA,Baton Rouge,
7891,14MA,closed,Vergnani Heliport,180,NA,US,US-MA,Agawam,
10266,14ME,small_airport,Ring Hill Airport,340,NA,US,US-ME,Carmel,
7892,14MI,small_airport,East-West Paris Airport,750,NA,US,US-MI,Dutton,
7893,14MN,heliport,Riverwood Healthcare Center Heliport,1224,NA,US,US-MN,Aitkin,
7894,14MO,closed,Stevinson Farm Airport,900,NA,US,US-MO,Blue Springs,
7895,14MS,small_airport,Rose Field,400,NA,US,US-MS,Hickory,
7896,14MT,small_airport,Holland Ranch Airport,4050,NA,US,US-MT,Lewistown,
7897,14N,small_airport,Beltzville Airport,899,NA,US,US-PA,Lehighton,
7898,14NC,small_airport,Camp Davis Mcolf Airport,60,NA,US,US-NC,Holly Ridge,
7899,14ND,small_airport,Hagen Private Airport,2810,NA,US,US-ND,Reeder,
7900,14NE,small_airport,Aaron's Field,1825,NA,US,US-NE,Aurora,
7901,14NH,heliport,Cheshire Medical Center Heliport,481,NA,US,US-NH,Keene,
7902,14NJ,heliport,Wuerkers New Acres Farm Heliport,22,NA,US,US-NJ,Rio Grande,
7903,14NK,small_airport,Mountain View Airport,243,NA,US,US-NY,Kingsbury,
7904,14NY,heliport,Windy's Heliport,222,NA,US,US-NY,Melville,
7905,14OH,small_airport,Heilman Airport,930,NA,US,US-OH,Kenton,
7906,14OI,small_airport,Pleasant Home Gliding Club Gliderport,1050,NA,US,US-OH,Pleasant Home,
7907,14OK,closed,Reherman Airport,1105,NA,US,US-OK,Kingfisher,
7908,14OR,heliport,Air Columbia Heliport,100,NA,US,US-OR,Hoodriver,
7909,14P,small_airport,Boggs Field,927,NA,US,US-WV,Spencer,
7910,14PA,small_airport,Dimascio Field,350,NA,US,US-PA,Pottstown,
7911,14PS,small_airport,Hideaway Ultralightport,630,NA,US,US-PA,Quarryville,
7912,14S,small_airport,Westport Airport,14,NA,US,US-WA,Westport,
7913,14SN,heliport,Colmery-O'Neil Vamc Heliport,950,NA,US,US-KS,Topeka,
7914,14TA,small_airport,Dean Ranch Airport,1180,NA,US,US-TX,Startzville,
7915,14TE,small_airport,Smith I-Ranch Airport,1793,NA,US,US-TX,Hext,
7916,14TN,heliport,News Channel 3 Heliport,300,NA,US,US-TN,Memphis,
7917,14TS,small_airport,O S Wyatt Airport,532,NA,US,US-TX,Realitos,
